,Case Number,Type,Country,Gender,Fatality
4748,1932.10.11,Unprovoked,CAPE VERDE,M,Y
4749,1932.09.26.R,Unprovoked,FIJI,M,N
4750,1932.08.30.b,Provoked,AUSTRALIA,M,N
4751,1932.08.30.a,Provoked,AUSTRALIA,M,N
4752,1932.08.10,Provoked,USA,M,N
4753,1932.08.09,Unprovoked,AUSTRALIA,M,N
4754,1932.08.06,Provoked,BAHAMAS,M,N
4755,1932.07.14.R,Invalid,USA,M,Y
4756,1932.07.02,Boat,CANADA,M,N
4757,1932.06.28,Provoked,USA,M,N
4758,1932.06.26,Provoked,USA,M,N
4759,1932.06.20,Unprovoked,FIJI,F,Y
4760,1932.05.12,Unprovoked,AUSTRALIA,M,Y
4761,1932.05.00,Unprovoked,AUSTRALIA,M,N
4762,1932.04.16.b,Unprovoked,PHILIPPINES,M,Y
4763,1932.04.16.a,Unprovoked,PHILIPPINES,F,Y
4764,1932.02.16,Unprovoked,USA,M,N
4765,1932.02.13,Unprovoked,AUSTRALIA,M,N
4766,1932.02.08,Unprovoked,PHILIPPINES,M,Y
4767,1932.01.27,Unprovoked,AUSTRALIA,M,N
4768,1932.01.11,Boat,AUSTRALIA,Unknown,Unknown
4769,1932.01.06,Provoked,MEXICO,M,Y
4770,1932.00.00,Unprovoked,SOUTH AFRICA,M,N
4771,1931.11.26,Unprovoked,AUSTRALIA,M,N
4772,1931.09.27,Unprovoked,JAMAICA,M,Y
4773,1931.09.21.b,Unprovoked,USA,M,N
4774,1931.09.21.a,Unprovoked,USA,F,N
4775,1931.09.02,Invalid,USA,M,Y
4776,1931.08.31,Unprovoked,CUBA,M,Y
4777,1931.08.30,Invalid,USA,M,Y
4778,1931.08.27,Boat,USA,Unknown,N
4779,1931.08.25,Unprovoked,CUBA,M,Y
4780,1931.08.23,Unprovoked,CUBA,M,Y
4781,1931.08.18,Unprovoked,USA,M,N
4782,1931.08.06.R,Unprovoked,USA,M,N
4783,1931.08.01,Unprovoked,AUSTRALIA,M,Y
4784,1931.07.28.R,Unprovoked,FIJI,M,N
4785,1931.07.15,Unprovoked,USA,M,N
4786,1931.06.14,Unprovoked,USA,M,N
4787,1931.06.13,Provoked,USA,M,N
4788,1931.06.04.R,Unprovoked,USA,M,N
4789,1931.05.02,Boat,AUSTRALIA,Unknown,N
4790,1931.04.27.R,Unprovoked,NAN,M,Y
4791,1931.03.22,Unprovoked,AUSTRALIA,M,Y
4792,1931.03.15,Boat,TURKEY,Unknown,N
4793,1931.03.06,Provoked,AUSTRALIA,M,N
4794,1931.02.10,Invalid,AUSTRALIA,M,Y
4795,1931.01.24,Unprovoked,AUSTRALIA,M,N
4796,1931.01.14,Unprovoked,AUSTRALIA,M,N
4797,1931.01.07,Unprovoked,AUSTRALIA,M,N
4798,1931.00.00.b,Unprovoked,TONGA,M,Y
4799,1931.00.00.a,Unprovoked,PAPUA NEW GUINEA,Unknown,Unknown
4800,1930.12.25,Unprovoked,AUSTRALIA,M,N
4801,1930.12.13,Unprovoked,AUSTRALIA,M,Y
4802,1930.12.02,Boat,AUSTRALIA,Unknown,N
4803,1930.12.00,Unprovoked,AUSTRALIA,M,Y
4804,1930.11.30,Unprovoked,AUSTRALIA,M,N
4805,1930.09.26.R,Unprovoked,HONDURAS,M,Y
4806,1930.09.12.R,Boat,AZORES,Unknown,N
4807,1930.08.31,Unprovoked,AUSTRALIA,M,N
4808,1930.08.16,Unprovoked,SPAIN,M,N
4809,1930.08.06,Unprovoked,USA,M,N
4810,1930.07.19,Unprovoked,CUBA,M,N
4811,1930.07.11,Unprovoked,USA,M,N
4812,1930.06.04,Unprovoked,AUSTRALIA,M,Y
4813,1930.05.27,Unprovoked,USA,M,N
4814,1930.05.11.R,Boat,TURKEY,M,N
4815,1930.05.11,Invalid,COSTA RICA,Unknown,Y
4816,1930.04.08,Invalid,SOUTH AFRICA,M,Y
4817,1930.03.07.R,Unprovoked,USA,M,N
4818,1930.02.20,Unprovoked,AUSTRALIA,M,N
4819,1930.02.15,Unprovoked,AUSTRALIA,M,Y
4820,1930.02.03.R,Provoked,AUSTRALIA,M,N
4821,1930.01.22,Boat,MEXICO,Unknown,Y
4822,1930.01.16,Unprovoked,SOUTH AFRICA,M,N
4823,1930.01.00,Sea Disaster,MAURITIUS,M,Y
4824,1930.00.00.c,Unprovoked,OKINAWA,M,N
4825,1930.00.00.a,Unprovoked,SOUTH AFRICA,M,Y
4826,1929.12.26,Unprovoked,AUSTRALIA,M,Y
4827,1929.12.21,Unprovoked,AUSTRALIA,M,N
4828,1929.12.16,Unprovoked,AUSTRALIA,F,N
4829,1929.12.13,Unprovoked,AUSTRALIA,M,N
4830,1929.12.03.R,Unprovoked,AUSTRALIA,M,Y
4831,1929.11.29,Sea Disaster,KIRIBATI,Unknown,Y
4832,1929.11.21,Unprovoked,CUBA,M,N
4833,1929.10.20,Unprovoked,AUSTRALIA,M,N
4834,1929.10.02,Unprovoked,SPAIN,M,N
4835,1929.09.01,Unprovoked,AUSTRALIA,M,Y
4836,1929.08.05,Unprovoked,USA,M,N
4837,1929.07.29,Unprovoked,MEXICO,M,N
4838,1929.07.17.R,Invalid,CAPE VERDE,F,Y
4839,1929.06.23,Provoked,USA,M,N
4840,1929.05.31,Unprovoked,AUSTRALIA,M,N
4841,1929.04.26.R,Unprovoked,AUSTRALIA,M,N
4842,1929.04.17.R,Unprovoked,AUSTRALIA,M,N
4843,1929.04.11,Provoked,AUSTRALIA,M,N
4844,1929.04.09,Unprovoked,AUSTRALIA,M,Y
4845,1929.04.04,Unprovoked,AUSTRALIA,M,Y
4846,1929.03.16,Unprovoked,USA,M,N
4847,1929.03.12,Unprovoked,AUSTRALIA,M,Y
4848,1929.03.04.b,Unprovoked,AUSTRALIA,M,N
4849,1929.03.04.a,Unprovoked,AUSTRALIA,M,N
4850,1929.02.18,Unprovoked,AUSTRALIA,M,Y
4851,1929.02.09,Boat,AUSTRALIA,Unknown,N
4852,1929.02.08,Unprovoked,AUSTRALIA,M,Y
4853,1929.01.27,Unprovoked,AUSTRALIA,M,Y
4854,1929.01.14,Unprovoked,NEW ZEALAND,F,N
4855,1929.01.12,Unprovoked,AUSTRALIA,M,Y
4856,1929.01.06.R,Boat,TURKEY,M,Y
4857,1929.01.05,Unprovoked,FIJI,M,Y
4858,1929.00.00.e.R,Invalid,AUSTRALIA,M,N
4859,1929.00.00.d,Provoked,AUSTRALIA,M,N
4860,1929.00.00.c,Provoked,USA,M,N
4861,1929.00.00.b,Unprovoked,AUSTRALIA,M,N
4862,1929.00.00.a,Unprovoked,USA,M,N
4863,1928.12.21,Unprovoked,AUSTRALIA,M,N
4864,1928.11.18,Provoked,USA,M,N
4865,1928.11.15.R,Boat,INDIA,M,N
4866,1928.11.12,Sea Disaster,USA,M,Y
4867,1928.11.04,Unprovoked,PANAMA,M,Y
4868,1928.09.00,Unprovoked,USA,M,N
4869,1928.08.24.R,Invalid,USA,M,Unknown
4870,1928.07.11,Unprovoked,AUSTRALIA,M,N
4871,1928.07.00,Provoked,ITALY,M,N
4872,1928.06.24.R,Unprovoked,USA,M,N
4873,1928.05.17,Invalid,INDIA,M,Unknown
4874,1928.04.14.R,Unprovoked,AUSTRALIA,M,N
4875,1928.04.14,Unprovoked,AUSTRALIA,M,N
4876,1928.04.09,Unprovoked,JAMAICA,M,Y
4877,1928.04.06,Unprovoked,AUSTRALIA,M,N
4878,1928.04.04,Unprovoked,AUSTRALIA,M,Y
4879,1928.03.28.R,Unprovoked,AUSTRALIA,M,N
4880,1928.02.20,Unprovoked,AUSTRALIA,M,Y
4881,1928.02.00.b,Unprovoked,COSTA RICA,F,N
4882,1928.02.00.a,Unprovoked,COSTA RICA,M,N
4883,1928.01.27,Unprovoked,AUSTRALIA,M,Y
4884,1928.01.21.b,Invalid,USA,Unknown,Y
4885,1928.01.21.a,Invalid,USA,M,Y
4886,1928.01.02,Unprovoked,SOUTH AFRICA,F,N
4887,1928.01.00,Unprovoked,SOUTH AFRICA,M,N
4888,1928.00.00,Unprovoked,SOUTH AFRICA,M,N
4889,1927.12.28,Unprovoked,SOUTH AFRICA,M,Y
4890,1927.11.03,Sea Disaster,AUSTRALIA,Unknown,Y
4891,1927.10.25,Sea Disaster,BRAZIL,Unknown,Y
4892,1927.10.12,Unprovoked,AUSTRALIA,M,N
4893,1927.10.00,Unprovoked,FIJI,M,N
4894,1927.07.03,Boat,AUSTRALIA,Unknown,N
4895,1927.05.29,Sea Disaster,PHILIPPINES,Unknown,Y
4896,1927.05.09.R,Unprovoked,AUSTRALIA,M,Y
4897,1927.04.10,Unprovoked,AUSTRALIA,M,N
4898,1927.04.08,Unprovoked,AUSTRALIA,M,N
4899,1927.03.01,Unprovoked,AUSTRALIA,M,N
4900,1927.02.14,Provoked,NICARAGUA,M,N
4901,1927.02.09,Unprovoked,AUSTRALIA,M,N
4902,1927.02.00,Provoked,NEW ZEALAND,M,N
4903,1927.01.20,Unprovoked,SOUTH AFRICA,M,N
4904,1927.01.08.R,Unprovoked,USA,M,N
4905,1927.01.03,Unprovoked,AUSTRALIA,M,Y
4906,1927.00.00.b,Unprovoked,AUSTRALIA,M,Y
4907,1927.00.00.a,Unprovoked,AUSTRALIA,M,N
4908,1926.12.02.R,Unprovoked,AUSTRALIA,M,Y
4909,1926.11.17,Unprovoked,AUSTRALIA,M,N
4910,1926.10.29.R,Unprovoked,PAPUA NEW GUINEA,M,Y
4911,1926.10.23.b,Unprovoked,AUSTRALIA,M,N
4912,1926.10.23.a,Sea Disaster,BERMUDA,Unknown,N
4913,1926.09.06.R,Unprovoked,PAPUA NEW GUINEA,M,Y
4914,1926.08.24,Unprovoked,USA,M,Y
4915,1926.07.23,Unprovoked,ITALY,M,Y
4916,1926.07.12,Boat,USA,M,N
4917,1926.07.08,Unprovoked,USA,M,N
4918,1926.07.03,Invalid,SPAIN,M,N
4919,1926.05.18,Unprovoked,USA,M,Y
4920,1926.04.22,Unprovoked,SOUTH ATLANTIC OCEAN,M,N
4921,1926.04.07,Unprovoked,USA,F,N
4922,1926.03.17,Unprovoked,AUSTRALIA,F,Y
4923,1926.01.26,Unprovoked,SOUTH AFRICA,M,N
4924,1926.01.00,Unprovoked,AUSTRALIA,M,N
4925,1926.00.00.d,Unprovoked,MONACO,M,Y
4926,1926.00.00.c,Provoked,NEW ZEALAND,M,N
4927,1926.00.00.b,Unprovoked,SINGAPORE,F,Y
4928,1926.00.00.a,Unprovoked,SOUTH AFRICA,M,Unknown
4929,1925.11.22,Unprovoked,AUSTRALIA,M,Y
4930,1925.11.00.b,Unprovoked,USA,Unknown,N
4931,1925.11.00.a,Unprovoked,USA,M,N
4932,1925.09.04,Provoked,SPAIN,M,N
4933,1925.09.03,Unprovoked,ENGLAND,M,N
4934,1925.08.02,Unprovoked,USA,F,N
4935,1925.06.15,Invalid,AUSTRALIA,Unknown,Unknown
4936,1925.05.00,Unprovoked,USA,M,N
4937,1925.03.27,Unprovoked,AUSTRALIA,M,N
4938,1925.03.12,Unprovoked,AUSTRALIA,M,Y
4939,1925.03.10,Unprovoked,PAPUA NEW GUINEA,M,Y
4940,1925.01.27.R,Unprovoked,USA,M,N
4941,1925.01.08,Unprovoked,CANADA,M,N
4942,1925.00.00,Unprovoked,FIJI,M,N
4943,1924.11.25,Unprovoked,MEXICO,F,Y
4944,1924.11.24,Unprovoked,PANAMA,M,N
4945,1924.11.21,Unprovoked,USA,M,Y
4946,1924.10.31.R,Provoked,FRENCH POLYNESIA,M,N
4947,1924.10.18,Unprovoked,AUSTRALIA,M,N
4948,1924.07.31,Unprovoked,USA,M,N
4949,1924.07.14,Provoked,ENGLAND,M,N
4950,1924.07.04,Boat,USA,M,N
4951,1924.06.18,Provoked,USA,M,N
4952,1924.04.25,Unprovoked,AUSTRALIA,M,Y
4953,1924.04.22,Unprovoked,PANAMA,M,N
4954,1924.04.20,Invalid,AUSTRALIA,M,N
4955,1924.03.28.R,Unprovoked,SOLOMON ISLANDS,M,N
4956,1924.03.24,Boat,SPAIN,Unknown,N
4957,1924.02.13,Unprovoked,AUSTRALIA,F,N
4958,1924.02.08,Invalid,AUSTRALIA,M,Unknown
4959,1924.01.29,Unprovoked,SOUTH AFRICA,M,Y
4960,1924.01.25,Unprovoked,SOUTH AFRICA,M,N
4961,1924.01.19,Unprovoked,AUSTRALIA,M,Y
4962,1923.12.12,Unprovoked,AUSTRALIA,M,N
4963,1923.12.02,Unprovoked,AUSTRALIA,M,Y
4964,1923.11.23,Unprovoked,AUSTRALIA,M,Y
4965,1923.11.02,Invalid,AUSTRALIA,M,Y
4966,1923.10.20,Invalid,AUSTRALIA,M,Y
4967,1923.10.17,Boat,AUSTRALIA,Unknown,N
4968,1923.10.16,Unprovoked,AUSTRALIA,M,N
4969,1923.08.08,Unprovoked,GUYANA,M,N
4970,1923.07.02.R,Unprovoked,AUSTRALIA,M,N
4971,1923.06.16,Boat,AUSTRALIA,M,Y
4972,1923.06.06,Boat,MEXICO,Unknown,N
4973,1923.05.23.R,Unprovoked,AUSTRALIA,M,N
4974,1923.05.22,Unprovoked,AUSTRALIA,M,Y
4975,1923.03.18,Unprovoked,AUSTRALIA,M,N
4976,1923.02.00,Unprovoked,USA,M,N
4977,1923.01.27.b,Invalid,AUSTRALIA,M,Unknown
4978,1923.01.27.a,Unprovoked,AUSTRALIA,M,Y
4979,1923.01.13,Invalid,CUBA,M,Y
4980,1923.00.00.c,Boat,USA,M,N
4981,1923.00.00.b,Unprovoked,PHILIPPINES,M,Y
4982,1923.00.00.a,Provoked,USA,M,N
4983,1923.00.00.a,Provoked,USA,M,N
4984,1922.12.14,Unprovoked,USA,F,Y
4985,1922.12.05,Unprovoked,AUSTRALIA,M,Y
4986,1922.09.29,Unprovoked,BARBADOS,M,Y
4987,1922.10.29,Invalid,AUSTRALIA,M,Unknown
4988,1922.09.28,Unprovoked,USA,M,N
4989,1922.09.26.R,Unprovoked,ENGLAND,M,Y
4990,1922.09.21.R,Boat,USA,Unknown,N
4991,1922.07.19,Unprovoked,USA,M,N
4992,1922.06.17,Unprovoked,USA,F,Y
4993,1922.05.24,Unprovoked,JAMAICA,M,Y
4994,1922.05.06,Unprovoked,SOUTH AFRICA,M,N
4995,1922.04.26,Unprovoked,AUSTRALIA,M,Y
4996,1922.03.20,Unprovoked,JAMAICA,M,N
4997,1922.03.13,Unprovoked,JAMAICA,F,Y
4998,1922.03.02,Unprovoked,AUSTRALIA,M,Y
4999,1922.02.22.R,Invalid,AUSTRALIA,M,Y
5000,1922.02.04,Unprovoked,AUSTRALIA,M,Y
5001,1922.01.28.R,Unprovoked,IRAQ,M,Y
5002,1922.01.15,Unprovoked,AUSTRALIA,M,Y
5003,1922.01.13,Unprovoked,AUSTRALIA,M,N
5004,1922.01.04,Unprovoked,AUSTRALIA,M,Y
5005,1921.12.11,Unprovoked,AUSTRALIA,M,N
5006,1921.11.27.b,Unprovoked,AUSTRALIA,M,Y
5007,1921.11.27.a,Unprovoked,AUSTRALIA,M,N
5008,1921.11.15.R,Unprovoked,FIJI,Unknown,Y
5009,1921.10.12,Unprovoked,AUSTRALIA,M,N
5010,1921.10.04,Unprovoked,AUSTRALIA,M,Y
5011,1921.09.00,Provoked,ENGLAND,M,N
5012,1921.08.29.R,Unprovoked,AUSTRALIA,M,N
5013,1921.08.28,Unprovoked,PHILIPPINES,M,Y
5014,1921.01.11.R,Invalid,PHILIPPINES,Unknown,Unknown
5015,1920.11.29,Unprovoked,AUSTRALIA,M,N
5016,1921.08.22,Unprovoked,HAITI,M,Y
5017,1920.11.22,Unprovoked,AUSTRALIA,M,N
5018,1920.11.04,Sea Disaster,PHILIPPINES,Unknown,Y
5019,1920.07.14,Invalid,USA,M,Y
5020,1920.07.05.R,Unprovoked,AUSTRALIA,M,N
5021,1920.06.29,Unprovoked,USA,M,N
5022,1920.06.27,Provoked,CANADA,Unknown,N
5023,1920.03.08,Unprovoked,AUSTRALIA,M,N
5024,1920.01.24.R.b,Unprovoked,AUSTRALIA,M,N
5025,1920.02.03,Unprovoked,SOUTH AFRICA,F,N
5026,1920.01.24.R.a,Unprovoked,AUSTRALIA,M,Y
5027,1920.01.15,Unprovoked,AUSTRALIA,M,Y
5028,1920.00.00.b,Unprovoked,JAMAICA,M,Y
5029,1920.00.00.b,Unprovoked,NEW ZEALAND,F,N
5030,1920.00.00.a,Unprovoked,SOUTH AFRICA,M,N
5031,1919.12.30.R,Unprovoked,AUSTRALIA,M,N
5032,1919.12.07,Unprovoked,AUSTRALIA,M,Y
5033,1919.11.18,Unprovoked,AUSTRALIA,M,N
5034,1919.09.12,Unprovoked,COSTA RICA,M,Y
5035,1919.08.10,Unprovoked,USA,M,N
5036,1919.05.29,Unprovoked,USA,M,N
5037,1919.04.06,Unprovoked,USA,M,Y
5038,1919.03.16,Invalid,AUSTRALIA,M,Unknown
5039,1919.01.17,Unprovoked,AUSTRALIA,M,N
5040,1919.01.15,Unprovoked,NEW ZEALAND,F,N
5041,1919.01.09,Unprovoked,AUSTRALIA,M,Y
5042,1919.01.05,Unprovoked,AUSTRALIA,M,Y
5043,1900.00.00.R,Boat,ITALY,M,N
5044,1919.00.00,Unprovoked,USA,F,N
5045,1918.11.00.b,Unprovoked,USA,M,Y
5046,1918.11.00.a,Sea Disaster,SAN DOMINGO,M,Y
5047,1918.09.19,Unprovoked,AUSTRALIA,M,Y
5048,1918.03.22,Unprovoked,AUSTRALIA,M,N
5049,1918.00.00,Unprovoked,AUSTRALIA,M,N
5050,1917.12.15,Unprovoked,AUSTRALIA,M,N
5051,1917.11.00,Unprovoked,MOZAMBIQUE,M,Y
5052,1917.09.21,Unprovoked,USA,M,N
5053,1917.09.09,Provoked,USA,M,N
5054,1917.09.00,Unprovoked,PANAMA,M,Y
5055,1917.07.18,Unprovoked,USA,M,Y
5056,1917.07.15,Sea Disaster,IRELAND,M,Y
5057,1917.06.03,Unprovoked,USA,M,N
5058,1917.05.31,Unprovoked,PHILIPPINES,M,Y
5059,1917.05.05,Unprovoked,KUWAIT,M,N
5060,1917.00.00,Unprovoked,LIBYA,M,N
5061,1916.12.30,Unprovoked,AUSTRALIA,M,N
5062,1916.12.08.b,Unprovoked,AUSTRALIA,M,Y
5063,1916.12.08.a,Unprovoked,AUSTRALIA,F,N
5064,1916.11.15,Provoked,PANAMA,M,N
5065,1916.11.10,Unprovoked,AUSTRALIA,M,Y
5066,1916.11.09,Unprovoked,AUSTRALIA,M,Y
5067,1916.10.11,Provoked,USA,M,Y
5068,1916.08.24,Unprovoked,USA,M,N
5069,1916.07.26,Unprovoked,USA,M,N
5070,1916.07.13.b,Invalid,USA,F,N
5071,1916.07.13,Unprovoked,USA,M,N
5072,1916.07.12.c,Unprovoked,USA,M,N
5073,1916.07.12.b,Unprovoked,USA,M,Y
5074,1916.07.12.a,Unprovoked,USA,M,Y
5075,1916.07.11,Sea Disaster,BAHAMAS,M,Y
5076,1916.07.08,Unprovoked,SPAIN,M,N
5077,1916.07.07,Unprovoked,PHILIPPINES,M,N
5078,1916.07.06,Unprovoked,USA,M,Y
5079,1916.07.01,Unprovoked,USA,M,Y
5080,1916.06.30,Unprovoked,USA,M,N
5081,1916.06.24.R,Unprovoked,ATLANTIC OCEAN,M,Y
5082,1916.06.23,Provoked,USA,M,N
5083,1916.04.25.R,Unprovoked,AUSTRALIA,M,Y
5084,1916.04.03,Unprovoked,AUSTRALIA,M,Y
5085,1916.03.19,Unprovoked,AUSTRALIA,M,N
5086,1915.12.09.R,Unprovoked,AUSTRALIA,M,N
5087,1915.11.10,Unprovoked,AUSTRALIA,M,N
5088,1915.11.08,Unprovoked,AUSTRALIA,M,N
5089,1915.08.03,Unprovoked,USA,M,N
5090,1915.07.06.a.R,Unprovoked,MEXICO,M,Y
5091,1915.07.06.a.R,Unprovoked,MEXICO,M,Y
5092,1915.05.15.R,Invalid,EGYPT,M,Y
5093,1915.03.29,Unprovoked,AUSTRALIA,M,N
5094,1915.02.06,Unprovoked,AUSTRALIA,M,N
5095,1915.01.13,Invalid,NEW ZEALAND,M,Y
5096,1915.01.01,Unprovoked,AUSTRALIA,M,Y
5097,1915.00.00,Invalid,USA,M,Unknown
5098,1914.12.04.R,Unprovoked,AUSTRALIA,M,N
5099,1914.10.17,Sea Disaster,SAMOA,F,N
5100,1914.09.26.R,Unprovoked,JAMAICA,M,Y
5101,1914.09.09,Unprovoked,USA,M,Y
5102,1914.07.15.R,Unprovoked,CROATIA,F,N
5103,1914.07.09.R,Provoked,USA,M,N
5104,1914.07.07,Unprovoked,CROATIA,M,N
5105,1914.06.12,Boat,MONTENEGRO,M,N
5106,1914.06.10,Unprovoked,AUSTRALIA,M,Y
5107,1914.05.31,Sea Disaster,NEW CALEDONIA,M,Y
5108,1914.05.14,Provoked,USA,F,N
5109,1914.03.14.R,Invalid,USA,M,Y
5110,1914.03.03,Unprovoked,USA,M,Y
5111,1914.02.09.R,Unprovoked,AUSTRALIA,M,N
5112,1914.02.03,Unprovoked,AUSTRALIA,M,N
5113,1914.01.17.R,Unprovoked,AUSTRALIA,F,N
5114,1914.00.00,Unprovoked,SOUTH AFRICA,F,Unknown
5115,1913.12.30.R,Provoked,USA,Unknown,N
5116,1913.11.27,Unprovoked,NIGERIA,M,Y
5117,1913.11.21,Unprovoked,AUSTRALIA,M,N
5118,1913.09.21,Unprovoked,USA,M,N
5119,1913.09.03,Provoked,CROATIA,M,N
5120,1913.08.27.R,Invalid,USA,M,Unknown
5121,1913.08.27.R,Invalid,USA,F,Unknown
5122,1913.08.26.R,Invalid,ITALY,Unknown,Y
5123,1913.07.12,Unprovoked,USA,M,Y
5124,1913.05.21,Provoked,USA,M,N
5125,1913.05.02,Provoked,AUSTRALIA,M,N
5126,1913.03.27,Unprovoked,SAMOA,M,N
5127,1913.01.00,Unprovoked,AUSTRALIA,M,N
5128,1913.00.00.d,Unprovoked,REUNION,M,Y
5129,1913.00.00.c,Unprovoked,REUNION,M,Y
5130,1913.00.00.a,Unprovoked,AUSTRALIA,M,N
5131,1912.08.30,Unprovoked,USA,M,Y
5132,1912.07.23,Unprovoked,USA,M,N
5133,1912.07.06.R,Unprovoked,SOLOMON ISLANDS,M,Y
5134,1912.05.04,Invalid,SOUTH AFRICA,M,Unknown
5135,1912.03.18,Unprovoked,NEW ZEALAND,M,N
5136,1912.02.22,Provoked,AUSTRALIA,M,N
5137,1912.02.19,Unprovoked,AUSTRALIA,M,N
5138,1912.02.03,Unprovoked,NEW CALEDONIA,M,N
5139,1912.01.26,Unprovoked,AUSTRALIA,M,Y
5140,1912.01.13.R,Unprovoked,FIJI,M,Y
5141,1912.01.06,Unprovoked,AUSTRALIA,M,N
5142,1912.01.01,Unprovoked,AUSTRALIA,M,Y
5143,1912.00.00,Unprovoked,SPAIN,M,Y
5144,1911.11.08,Invalid,USA,M,Y
5145,1911.10.26,Unprovoked,USA,M,Y
5146,1911.10.25,Unprovoked,AUSTRALIA,M,N
5147,1911.09.23,Unprovoked,USA,M,Y
5148,1911.09.20,Unprovoked,USA,M,Y
5149,1911.09.17,Unprovoked,USA,M,N
5150,1911.07.31.R,Unprovoked,SPAIN,M,Y
5151,1911.07.16.R,Provoked,USA,M,N
5152,1911.05.09,Unprovoked,SOUTH AFRICA,M,Y
5153,1911.05.01.R,Provoked,USA,M,N
5154,1911.05.01,Unprovoked,SOUTH AFRICA,M,Y
5155,1911.04.08.R,Boat,NEW ZEALAND,Unknown,N
5156,1911.03.29.R,Unprovoked,AUSTRALIA,M,Y
5157,1911.01.04,Sea Disaster,AUSTRALIA,M,N
5158,1911.00.00.b,Unprovoked,USA,M,N
5159,1911.00.00.a,Unprovoked,NEW ZEALAND,M,Y
5160,1910.12.25.R,Invalid,CROATIA,M,Y
5161,1910.12.23.R,Sea Disaster,AUSTRALIA,M,Y
5162,1910.11.28,Provoked,NORTH ATLANTIC OCEAN,M,N
5163,1910.11.24,Unprovoked,AUSTRALIA,M,N
5164,1910.06.25.R,Unprovoked,MEXICO,M,N
5165,1910.06.08.R,Sea Disaster,MOZAMBIQUE,Unknown,Y
5166,1910.05.16.R,Invalid,USA,M,N
5167,1910.03.31,Unprovoked,PANAMA,M,Y
5168,1910.03.08,Unprovoked,NEW ZEALAND,M,N
5169,1910.03.00,Invalid,USA,M,N
5170,1910.02.16,Unprovoked,AUSTRALIA,M,N
5171,1910.01.26,Unprovoked,AUSTRALIA,M,Y
5172,1910.00.00.b,Invalid,USA,M,Y
5173,1910.00.00.a,Unprovoked,PHILIPPINES,M,Unknown
5174,1909.12.26.R,Unprovoked,USA,M,N
5175,1909.12.15.R,Unprovoked,AUSTRALIA,M,Y
5176,1909.12.05,Provoked,AUSTRALIA,M,N
5177,1909.11.14,Sea Disaster,INDONESIA,Unknown,Y
5178,1909.09.04.R,Provoked,USA,M,N
5179,1909.08.13,Unprovoked,USA,M,Y
5180,1909.07.24,Unprovoked,USA,M,N
5181,1909.07.15,Unprovoked,USA,M,N
5182,1909.06.26.a.R,Unprovoked,MEXICO,F,Y
5183,1909.06.26.b.R,Unprovoked,SOUTH AFRICA,M,Y
5184,1909.06.18,Sea Disaster,AUSTRALIA,M,Y
5185,1909.04.27.R,Provoked,SPAIN,M,N
5186,1909.04.10,Invalid,USA,F,Y
5187,1909.04.09.R,Unprovoked,TUNISIA,M,Y
5188,1909.03.06,Sea Disaster,SOUTH AFRICA,F,Y
5189,1909.01.17,Invalid,NAN,M,Y
5190,1909.01.00,Invalid,ITALY,Unknown,Y
5191,1909.00.00,Unprovoked,AUSTRALIA,Unknown,N
5192,1908.12.31,Unprovoked,SOUTH AFRICA,M,Y
5193,1908.12.16.R,Unprovoked,MEXICO,M,Y
5194,1908.09.21,Unprovoked,AUSTRALIA,M,Y
5195,1908.09.05,Unprovoked,USA,M,N
5196,1908.08.28.R,Unprovoked,SPAIN,M,Y
5197,1908.07.18.R,Invalid,SPAIN,Unknown,Y
5198,1908.07.08.R,Unprovoked,CROATIA,F,Y
5199,1908.06.18,Unprovoked,EGYPT,M,Y
5200,1908.06.08,Sea Disaster,USA,M,Y
5201,1908.06.02.R,Sea Disaster,PAPUA NEW GUINEA,Unknown,Y
5202,1908.05.13,Sea Disaster,INDONESIA,Unknown,Y
5203,1908.05.10,Invalid,USA,M,Y
5204,1908.01.08,Unprovoked,USA,M,Y
5205,1907.12.21,Unprovoked,AUSTRALIA,M,Y
5206,1907.10.18.R,Unprovoked,AUSTRALIA,M,Y
5207,1907.10.16.R,Unprovoked,CHINA,M,N
5208,1907.10.16.R,Unprovoked,CHINA,M,Y
5209,1907.10.14,Unprovoked,AUSTRALIA,M,N
5210,1907.10.12,Invalid,HAITI,M,N
5211,1907.10.08,Unprovoked,USA,M,N
5212,1907.09.18.R,Invalid,ENGLAND,M,N
5213,1907.09.11,Unprovoked,CROATIA,F,Y
5214,1907.08.12.b..R,Unprovoked,CROATIA,F,Y
5215,1907.08.12.a..R,Unprovoked,CROATIA,M,Y
5216,1907.08.08.R,Unprovoked,USA,M,N
5217,1907.07.14.R,Unprovoked,CROATIA,F,Y
5218,1907.07.04.R,Invalid,AUSTRALIA,M,Y
5219,1907.07.00,Unprovoked,USA,M,N
5220,1907.04.20,Unprovoked,MEXICO,M,N
5221,1907.03.26,Unprovoked,USA,M,Y
5222,1907.03.07,Unprovoked,MALTA,M,Y
5223,1907.02.09,Unprovoked,PHILIPPINES,M,N
5224,1907.02.05,Unprovoked,NEW ZEALAND,M,Y
5225,1907.02.03,Unprovoked,AUSTRALIA,M,Y
5226,1907.00.00.b,Unprovoked,VIETNAM,M,N
5227,1907.00.00.a,Unprovoked,USA,M,Y
5228,1906.11.16,Unprovoked,JAMAICA,M,N
5229,1906.10.10.d.R,Unprovoked,USA,M,N
